age,ethnicity,gender,age group,Filename,age label
1,3,0,Baby,1_0_3_20161219225242908.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225252688.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225303736.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225322506.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225116535.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225357184.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225413968.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225445327.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225519457.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225559648.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225611272.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225615528.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225616560.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225410225.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219190227867.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225032897.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225012529.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224513831.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224544080.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224546584.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224645904.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224655512.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224706847.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224709226.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225021361.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224713216.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224843048.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224914784.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224917304.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224939056.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224941016.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224942305.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224956400.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219224748008.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225633088.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219221744255.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219220247471.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204024196.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204108580.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204151442.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204156668.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204252348.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204409620.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204418485.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204012884.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204515493.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204653181.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204736996.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204836612.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204845029.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204848341.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204858548.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204634589.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204951309.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204010237.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203943516.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203105373.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203112116.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203140692.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203148028.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203154684.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203156557.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203954396.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203236876.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203310132.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203325644.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203335428.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203514252.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203743797.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203256078.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219220503943.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219204958037.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219205107772.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219211823957.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219211828974.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219212444782.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219212502046.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219212510086.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219212516942.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219211707638.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219212535950.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219212648582.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219212700566.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219212824950.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219212929702.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219213454832.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219212555694.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219205016902.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219211706614.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219211407518.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219205225773.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219205318388.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219205548949.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219205702141.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219205717701.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219211505437.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219205758717.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219205836181.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219210310309.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219210754437.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219211107805.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219211231133.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219211244365.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219211357821.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219205827749.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219203016316.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225635520.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225654600.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221192604164.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221192855037.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221193016140.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221193041157.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221193434166.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221193446478.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221193531198.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221192601052.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221193604223.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221194937848.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221195030936.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221195039712.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221195047839.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221195115664.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221195129503.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221195316815.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221193606310.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221195419136.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221192558436.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221192554517.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220222436891.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220222441595.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220222443283.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220222459155.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220222642427.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220222711441.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220222945883.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221192555965.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220223014827.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220223225003.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220223247506.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220223250813.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20170104230640081.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161219195147803.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221192548675.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221192552629.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220223100579.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220221723490.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221195827599.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221195955560.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202654538.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202848809.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221203008320.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103202326832.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103202331712.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103202334544.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103202356872.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202601354.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103202401551.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103202417352.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103205301842.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103205312818.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103205838610.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103205843434.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103210037042.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103210101969.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103202412648.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221195857728.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202558993.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202331737.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221200034160.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221200056240.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221200309040.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221201411850.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221201454961.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221201458610.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221201548713.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202458409.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221201753176.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221201909505.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202006449.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202008129.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202127697.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202132305.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202206568.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221202305778.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20161221201833209.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225648120.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220221616882.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220910514.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230234208.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230250136.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230303992.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230320824.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230351288.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230414376.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230436137.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230232072.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230455336.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230533840.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230534953.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230541656.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230642504.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230651432.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230714633.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230715892.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230525895.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230728256.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230224536.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230035168.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225721496.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225723376.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225759904.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225808112.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225811120.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225813152.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225820704.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230132696.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225843128.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225846512.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225900970.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225952240.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225958712.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230002417.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230004880.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230032969.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219225845336.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220221612859.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161219230749432.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220142921293.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220215945524.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220036937.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220038618.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220040611.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220110553.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220116873.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220154425.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220215943341.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220317465.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220358441.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220411577.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220418690.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220508802.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220529033.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220544050.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220606705.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220220355890.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220142918568.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220145820446.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220145416255.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220142926159.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220143042511.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220143114408.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220143117879.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220143121101.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220144425181.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220144429119.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220145532127.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220144649151.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220144712431.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220144830816.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220144835319.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220144838191.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220144949223.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220145156367.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220145213471.jpg.chip.jpg,0
1,3,0,Baby,1_0_3_20161220144657607.jpg.chip.jpg,0
1,4,0,Baby,1_0_4_20170103210731970.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219202914180.jpg.chip.jpg,0
1,2,0,Baby,1_0_2_20161219202752764.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212733875.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212745529.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212758683.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212759695.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212857171.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212907649.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213005631.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212720644.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213006580.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213012671.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213013468.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213015629.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213018391.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213042127.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213042997.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213043946.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213011627.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213104570.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212712576.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212658392.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110205409644.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110205418587.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110211513139.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110211517802.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110211535352.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110211536519.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110211537870.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212704144.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110211538942.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212555368.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212601951.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212603790.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212623527.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212624891.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212652648.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212654271.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110212552670.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110205339425.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213130200.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213201721.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170117133107124.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20161219160115237.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110212837862.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110213111809.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110213113882.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110213645409.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110213647161.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170117133107123.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110213649083.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110213700642.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110213701704.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110213707879.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110213808936.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110213810856.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170112211228948.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170117130048013.jpg.chip.jpg,0
1,1,0,Baby,1_0_1_20170110213656556.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213138878.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213748813.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213519404.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213202543.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213203795.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213206043.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213223460.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213326577.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213327766.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213328641.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213537039.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213403723.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213438385.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213448015.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213501282.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213508380.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213511942.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213517302.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213518456.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170110213412695.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170109194450082.jpg.chip.jpg,0
1,0,0,Baby,1_0_0_20170109194232519.jpg.chip.jpg,0
